latitude,longitude,port,mmsi
55.471795,8.423383,0,2190045
55.471795,8.42435,0,219024783
55.471795,8.42416,0,219000771
55.4718,8.424883,0,219001266
55.472138,8.421617,0,219029698
55.472415,8.426425,0,244834000
55.47242,8.422173,0,232040897
55.472573,8.426705,0,219017273
55.47261,8.426853,0,219010252
55.472798,8.425378,0,219000618
55.473142,8.423013,0,235102532
55.473163,8.423642,0,220228000
55.473233,8.424163,0,219019804
55.473297,8.425768,0,219011225
55.473343,8.423805,0,219003561
55.473382,8.423958,0,219011867
55.473408,8.424073,0,219001189
55.473433,8.424695,0,219001695
55.473507,8.426165,0,219001265
55.473515,8.422757,0,219019936
55.473533,8.42435,0,219009041
55.473683,8.425497,0,219459000
55.47407,8.420617,0,219033166
55.47409,8.42571,0,244750825
55.47439,8.42028,0,219025992
55.474832,8.42033,0,219031153
55.474973,8.424453,0,219028839
55.47508,8.42448,0,219001771
55.475155,8.421952,0,219026489
55.475223,8.421572,0,219019934
55.475288,8.422543,0,219026490
55.475667,8.4231,0,219013179
55.476087,8.414433,0,219027992
55.476127,8.413825,0,677064088
55.477115,8.416957,0,219381000
55.4774,8.41353,0,219171000
55.477562,8.414572,0,277547000
55.477662,8.414922,0,277346000
55.478185,8.41271,0,219026231
55.47828,8.41854,0,219812000
55.478802,8.41991,0,231074000
55.473197,10.537482,1,257206000
55.473435,10.537822,1,210552000
55.476163,10.539167,1,212575000
55.477937,10.542952,1,219011491
55.474772,14.285702,2,265695200
55.474868,14.285903,2,265523410
55.4764,5.108883,3,992191507
55.4773,5.107417,3,992191506
55.478233,5.10575,3,992191504
55.478917,5.107283,3,992191503
55.48035,5.109183,3,992191505
55.480667,5.116167,3,992191502
55.480937,8.408637,4,219000615
55.482328,8.423992,4,219029698
55.482483,8.40963,4,219031464
55.482498,8.410582,4,219027656
55.482608,8.409867,4,219029466
55.48266,8.410615,4,219005998
55.489028,9.500352,5,219026202
55.491543,9.492572,5,230698000
55.49366,9.496795,5,244321000
55.489537,9.483272,6,219000193
55.491543,9.492572,6,230698000
55.49366,9.496795,6,244321000
55.491025,9.728865,7,219030040
55.492075,9.729595,7,219024886
55.493297,11.175232,8,219032764
55.493852,11.174918,8,219019688
55.537568,5.032217,9,259140000
55.538017,5.030867,9,992191512
55.538667,5.030333,9,538010661
55.5387,5.033267,9,992191513
55.53887,5.0332,9,2194006
55.539158,5.031047,9,219449000
55.53945,9.490133,10,219033429
55.539495,9.490017,10,211894140
55.551717,9.72491,11,227120820
55.551818,9.724617,11,219026015
55.55203,9.726923,11,219026672
55.552048,9.728922,11,219018454
55.552445,9.725272,11,219033345
55.558163,9.735573,11,257081000
55.555453,14.359138,12,265513140
55.555787,14.359328,12,265522490
55.5558,14.358448,12,266367000
55.555993,14.358173,12,266052000
55.556223,14.359147,12,265565690
55.556688,14.358028,12,265755000
55.556698,14.355247,12,266334000
55.556712,14.358958,12,265754000
