latitude,longitude,port,mmsi
56.794787,8.864083,0,219023664
56.794793,8.863817,0,219005886
56.794988,8.863818,0,219002686
56.795127,8.866112,0,219005827
56.795282,8.865252,0,219020188
56.795413,8.86431,0,219009414
56.795432,8.864772,0,219020187
56.800073,9.025,1,219005827
56.800378,9.025472,1,219000859
56.80364,9.020138,1,219005826
56.803807,9.023367,1,219016683
56.88394,8.630222,2,555555555
56.884688,8.63558,2,219017009
56.887947,12.473092,3,304953000
56.888067,12.474,3,992651028
56.888117,12.474767,3,992651027
56.88897,12.478368,3,209336000
56.889485,12.479965,3,246684000
56.890292,12.48247,3,636024906
56.891562,12.486553,3,244090800
56.891568,12.486642,3,244234000
56.891853,12.488905,4,265513270
56.89199,12.489285,4,265523240
56.892693,12.488462,4,246697000
56.892998,12.488277,4,265610940
56.89334,12.489388,4,219027299
56.89354,12.489585,4,219027298
56.894588,12.491458,4,244234000
56.929113,12.352207,5,265621060
56.929118,12.352492,5,266381000
56.929128,12.35171,5,266139000
56.929202,12.351502,5,265588470
56.953772,8.694392,6,220276000
56.953853,8.694215,6,219000187
56.95853,8.366183,7,219007457
56.959292,8.36776,7,219014096
56.968082,9.247027,8,219031520
56.970618,9.258,8,219001262
56.986135,10.302907,9,219000872
56.98947,10.309943,9,219026522
56.990175,10.308227,9,219015583
56.990733,10.308735,9,219001211
56.991122,10.306797,9,219023731
56.991313,10.30659,9,219015791
56.991337,10.308667,9,219000873
56.991387,10.309058,9,219032344
56.991617,10.308413,9,219001013
57.047412,10.054468,10,218816000
57.048455,10.052263,10,219001236
57.048552,10.052372,10,219012563
57.048557,10.053028,10,219001083
57.049022,10.064375,10,219164000
57.053367,10.062623,10,219001211
57.052737,9.95847,11,219000552
57.053013,9.958897,11,219005474
57.058815,9.96492,11,219001083
57.055153,9.873183,12,219000875
57.057098,9.87695,12,219033608
57.058932,9.882055,12,219015127
57.0569,9.899833,13,219025737
57.057332,9.897888,13,219022828
57.057437,9.897537,13,219023054
57.057448,9.900697,13,219016983
57.057633,9.891717,13,219032996
57.057645,9.899772,13,219024990
57.05769,9.894525,13,219022124
57.057792,9.894625,13,912191373
57.057857,9.903955,13,219010764
57.057932,9.894018,13,219010706
57.058032,9.895865,13,219026536
57.058073,9.895618,13,219013609
57.058152,9.895115,13,219029714
57.058328,9.894845,13,219018851
57.05849,9.897508,13,219000692
57.058633,9.897355,13,219014399
57.05874,9.895058,13,219024915
57.058578,12.270308,14,265703000
57.058673,12.270857,14,266166000
57.058788,12.273835,14,266163000
57.058792,12.274388,14,265044960
57.058795,12.274088,14,265031100
57.058822,12.27135,14,266332000
57.058835,12.273273,14,265502370
57.05885,12.272717,14,266319000
57.05888,12.273005,14,266160000
57.058942,12.272507,14,266057000
57.059137,12.273852,14,266365000
57.059163,12.273643,14,266394000
57.064228,9.970692,15,209525000
57.065523,9.971697,15,209536000
57.066602,9.973275,15,245184000
57.068468,9.97439,15,209671000
57.108682,12.2429,16,265570730
57.109578,12.241465,16,265704020
57.109752,12.245077,16,265518160
57.11495,12.245933,16,244178000
57.11634,12.239683,16,257091890
57.11724,12.237918,16,259143000
57.117122,8.591367,17,211789180
57.11714,8.590638,17,220257000
57.117308,8.590725,17,257088050
57.11747,8.591915,17,211789170
57.117857,8.590162,17,219024411
57.118315,8.594228,17,219023588
57.1184,8.595128,17,219709000
57.11851,8.595225,17,220182000
57.11858,8.595397,17,218162000
57.118712,8.59299,17,219959000
57.11958,8.591877,17,219015186
57.120432,8.599018,17,219829000
57.120633,8.600237,17,219005671
57.120683,8.601383,17,219018486
57.120747,8.599437,17,219996000
57.120782,8.597972,17,219001587
57.120792,8.600088,17,219030200
57.120797,8.597985,17,219007404
57.120813,8.601048,17,219944000
57.120865,8.600722,17,219010487
57.120898,8.597858,17,219005953
57.120943,8.600933,17,219000934
57.120953,8.599903,17,219007967
57.120988,8.597737,17,219002136
57.121268,8.603027,17,220071000
57.12128,8.601048,17,219000827
57.121298,8.60405,17,219013968
57.121318,8.599508,17,219004307
57.121518,8.599225,17,219005929
57.121608,8.599205,17,219005931
57.12165,8.600832,17,219005513
57.12168,8.59918,17,219007925
57.122033,8.598667,17,219010247
57.122137,8.600798,17,219005893
57.12216,8.59192,17,219244000
57.122165,8.598555,17,219001569
57.122317,8.600553,17,219004259
57.122375,8.599887,17,219837000
57.122422,8.600505,17,219014162
57.122433,8.602032,17,219010818
57.122587,8.596407,17,219024924
57.122797,8.601612,17,219031866
57.122847,8.599393,17,219005909
57.122973,8.597855,17,219007401
57.12304,8.599775,17,219005763
57.12314,8.599693,17,219011885
57.123715,8.600525,17,219005454
57.117257,12.237828,18,259143000
57.117845,12.22619,18,265029730
57.125672,8.602935,19,255806433
57.125673,8.602182,19,219007401
57.139315,9.127232,20,219006622
57.139375,9.127078,20,219029699
57.240297,12.112212,21,266143000
57.24051,12.112082,21,266169000
57.296082,10.925,22,219005453
57.296613,10.921333,22,219000407
57.320097,11.12432,23,219004616
57.320463,11.123423,23,220341000
57.320545,11.125117,23,220092000
57.320565,11.123895,23,219006219
57.320647,11.12593,23,219002005
57.320708,11.126268,23,219005866
57.320725,11.126478,23,219006835
57.320735,11.12406,23,219001149
57.320882,11.127268,23,219004473
57.320885,11.12729,23,220046000
57.32096,11.127737,23,220349000
57.32096,11.128137,23,220279000
57.321005,11.12808,23,220127000
57.321008,11.127092,23,219000855
57.321048,11.126645,23,219009335
57.321215,11.125497,23,219009229
