latitude,longitude,port,mmsi
55.099735,14.69315,0,219001058
55.099747,14.693408,0,219000896
55.099752,14.691738,0,219007671
55.1001,14.693933,0,219018488
55.103183,14.692298,0,219023888
55.10487,14.693033,0,219025523
55.171417,11.1602,1,219005068
55.171425,11.159542,1,219027328
55.184377,14.70291,2,219021300
55.186432,14.704217,2,219031421
55.188602,14.70298,2,219027963
55.188693,14.703223,2,219016821
55.18875,14.702577,2,219028881
55.188793,14.703533,2,219027084
55.188813,14.702595,2,219034145
55.197663,11.257218,3,219015425
55.19874,11.256963,3,636020365
55.199048,11.256395,3,219022265
55.207567,12.15839,4,219007572
55.213762,12.160203,4,219031754
55.2142,12.163205,4,245257000
55.208027,11.716407,5,219031721
55.208658,11.716972,5,219023488
55.2123,11.244083,6,219016832
55.212817,11.24395,6,219005068
55.216405,11.74237,7,219023392
55.216667,11.738333,7,219026899
55.216923,11.739303,7,219027645
55.220488,9.286757,8,111219516
55.221258,9.287487,8,111219520
55.240347,14.893545,9,211116660
55.242382,14.907873,9,248219000
55.247667,14.836383,10,219018488
55.247837,14.838992,10,219014054
55.247957,14.837567,10,219012793
55.247975,14.836087,10,219019015
55.248218,14.836167,10,219000751
55.254105,12.370982,11,219029960
55.254163,12.37298,11,219002823
55.261427,9.712973,12,219000643
55.262022,9.711712,12,219004125
55.262258,9.70857,12,219000923
55.262433,9.71039,12,219026591
55.267908,9.884103,13,219033266
55.268247,9.888122,13,219030406
55.26843,9.887942,13,219014412
55.26856,9.883918,13,219018258
55.26883,9.887938,13,518100276
55.268895,9.889015,13,219305000
55.269288,9.888685,13,219017105
55.269302,9.88916,13,219032380
55.270138,9.888777,13,219000553
55.270285,9.88929,13,219000818
55.270882,9.888482,13,211278920
55.288207,10.826985,14,219000185
55.28861,10.82604,14,219000549
55.296398,10.811925,15,219997000
55.296463,10.811488,15,982190006
55.298007,10.812202,15,219166000
55.30057,10.806372,15,219012076
55.301038,10.805567,15,219006563
55.30113,10.805288,15,219028267
55.301318,10.805697,15,219012073
55.297283,10.788845,16,257364000
55.297302,10.788882,16,244267000
55.302943,10.784837,16,219001965
55.307142,10.790055,17,219025891
55.309113,10.79349,17,356388000
55.30956,10.792778,17,371830000
55.32025,15.186117,18,219016547
55.320677,15.18596,18,219002418
55.32722,11.131742,19,219029349
55.328065,11.13325,19,244740800
55.330095,11.131892,19,219015359
55.330137,11.129133,19,220432000
55.330138,11.12702,19,219002067
55.330388,11.12682,19,219000125
55.330522,11.128813,19,220435000
55.330543,11.128382,19,220434000
55.330923,11.128595,19,219262000
55.331065,11.127853,19,219000417
55.331252,11.129823,19,220428000
55.33134,11.127988,19,219011074
55.331442,11.126155,19,219000472
55.3315,11.138888,19,219012789
55.331843,11.131012,19,219000126
55.331882,11.138428,19,219012788
55.331942,11.129285,19,219000474
55.332122,11.131875,19,219103000
55.332165,11.131848,19,219105000
55.33224,11.131392,19,219022265
55.333037,11.137883,19,219000622
55.333388,11.134292,19,219024676
55.333458,11.139915,19,305190000
55.334457,11.135418,19,219002719
55.335452,11.135497,19,219015425
55.330153,11.150183,20,212503000
55.33018,11.146858,20,219028645
55.3315,11.138888,20,219012789
55.331882,11.138428,20,219012788
55.333037,11.137883,20,219000622
55.333458,11.139915,20,305190000
55.333497,11.137962,20,219022265
55.335517,11.137752,20,219015425
55.34095,11.0281,21,992191536
55.34285,11.042867,21,992191537
55.3656,13.161017,22,218795000
55.366397,13.159542,22,265866000
55.3664,13.159533,22,211343680
55.366487,13.154857,22,265463000
55.366512,13.15471,22,265031000
55.366992,13.15779,22,211833390
55.367,13.157818,22,210510000
55.37037,13.153768,22,209867000
55.37049,13.153665,22,209183000
55.370635,13.14879,22,209869000
55.370673,13.151818,22,210425000
55.370747,13.148578,22,265874000
55.371817,13.143883,23,265519650
55.372327,13.143847,23,265012560
55.37238,13.143642,23,265586990
55.372787,13.145053,23,265607640
55.410518,12.933802,24,265816840
55.410673,12.933318,24,265768840
55.41091,12.932805,24,265793620
55.416177,8.205545,25,219298000
55.4175,8.2105,25,219573000
55.420938,13.826623,26,210174000
55.421172,13.827288,26,311000330
55.424553,13.825602,26,209911000
