latitude,longitude,port,mmsi
56.692917,8.219972,22,219329000
56.693358,8.222908,22,219794000
56.693642,8.222087,22,220490000
56.693752,8.222773,22,219015382
56.694402,8.219093,22,219020920
56.694975,8.21855,22,219010979
56.695332,8.219223,22,219025535
56.697257,8.218427,22,219921000
56.697648,8.234363,22,219014011
56.697778,8.215483,22,219000581
56.698113,8.219508,22,219923000
56.698827,8.218862,22,219028965
56.698972,8.217965,22,219015604
56.699135,8.218075,22,219006024
56.701105,8.220487,22,219019012
56.693188,8.24223,23,219024185
56.697865,8.234723,23,219014011
56.699878,8.232102,23,219794000
56.700967,8.218743,24,231880000
56.701108,8.220227,24,219029708
56.701108,8.2203,24,219019012
56.701298,8.220235,24,219921000
56.701497,8.22249,24,219006382
56.701517,8.221003,24,219000775
56.701635,8.218337,24,219941000
56.701712,8.223023,24,219028268
56.701778,8.224708,24,219030113
56.701825,8.224608,24,219004355
56.701915,8.222968,24,219027310
56.702667,8.22067,24,219014161
56.702753,8.221378,24,219793000
56.70278,8.222062,24,219025535
56.702815,8.22218,24,219028794
56.702887,8.222652,24,219015103
56.703548,8.22454,24,211452000
56.703865,8.224402,24,211234500
56.704663,8.222897,24,219015321
56.704688,8.223175,24,219006552
56.704757,8.223775,24,219017896
56.705013,8.22146,24,235078256
56.705133,8.221583,24,219008089
56.705442,8.22146,24,235081865
56.705667,8.223295,24,219026119
56.708833,9.175,25,220000054
56.709168,9.174592,25,219013609
56.713358,10.113723,26,219026459
56.716613,10.125077,26,219015497
56.71569,11.512502,27,220304000
56.715758,11.511353,27,219002731
56.715907,11.510473,27,219031428
56.716518,11.519038,27,2190064
56.75793,8.887452,28,219024330
56.758167,8.88723,28,219030054
56.758275,8.887428,28,219034229
56.763882,8.863575,29,219006284
56.76405,8.864732,29,219029422
56.76416,8.864478,29,219005887
56.764183,8.863142,29,219006283
56.76443,8.8637,29,219006389
56.776892,8.253523,30,219034334
56.777557,8.256037,30,219026816
56.785877,8.875713,31,219004179
56.787528,8.874748,31,219010246
56.787907,8.875628,31,219006281
56.793023,8.864837,32,219014753
56.793052,8.864167,32,219020125
56.793113,8.86418,32,219014948
56.79469,8.864095,32,219023664
56.794767,8.863762,32,219005886
