latitude,longitude,port,mmsi,port_unique
55.478802,8.41991,0,231074000,0_4
55.473197,10.537482,1,257206000,1_4
55.473435,10.537822,1,210552000,1_4
55.476163,10.539167,1,212575000,1_4
55.477937,10.542952,1,219011491,1_4
55.474772,14.285702,2,265695200,2_4
55.474868,14.285903,2,265523410,2_4
55.4764,5.108883,3,992191507,3_4
55.4773,5.107417,3,992191506,3_4
55.478233,5.10575,3,992191504,3_4
55.478917,5.107283,3,992191503,3_4
55.48035,5.109183,3,992191505,3_4
55.480667,5.116167,3,992191502,3_4
55.480937,8.408637,4,219000615,4_4
55.482328,8.423992,4,219029698,4_4
55.482483,8.40963,4,219031464,4_4
55.482498,8.410582,4,219027656,4_4
55.482608,8.409867,4,219029466,4_4
55.48266,8.410615,4,219005998,4_4
55.489028,9.500352,5,219026202,5_4
55.491543,9.492572,5,230698000,5_4
55.49366,9.496795,5,244321000,5_4
55.489537,9.483272,6,219000193,6_4
55.491543,9.492572,6,230698000,6_4
55.49366,9.496795,6,244321000,6_4
55.491025,9.728865,7,219030040,7_4
55.492075,9.729595,7,219024886,7_4
55.493297,11.175232,8,219032764,8_4
55.493852,11.174918,8,219019688,8_4
55.537568,5.032217,9,259140000,9_4
55.538017,5.030867,9,992191512,9_4
55.538667,5.030333,9,538010661,9_4
55.5387,5.033267,9,992191513,9_4
55.53887,5.0332,9,2194006,9_4
55.539158,5.031047,9,219449000,9_4
55.53945,9.490133,10,219033429,10_4
55.539495,9.490017,10,211894140,10_4
55.551717,9.72491,11,227120820,11_4
55.551818,9.724617,11,219026015,11_4
55.55203,9.726923,11,219026672,11_4
55.552048,9.728922,11,219018454,11_4
55.552445,9.725272,11,219033345,11_4
55.558163,9.735573,11,257081000,11_4
55.555453,14.359138,12,265513140,12_4
55.555787,14.359328,12,265522490,12_4
55.5558,14.358448,12,266367000,12_4
55.555993,14.358173,12,266052000,12_4
55.556223,14.359147,12,265565690,12_4
55.556688,14.358028,12,265755000,12_4
55.556698,14.355247,12,266334000,12_4
55.556712,14.358958,12,265754000,12_4
55.55702,14.358798,12,266065000,12_4
55.557177,14.358225,12,266076000,12_4
55.556677,9.762752,13,636017490,13_4
55.556803,9.762723,13,266466000,13_4
55.55686,9.761692,13,219021244,13_4
55.557777,9.749193,13,219000558,13_4
55.559343,9.755753,13,220272000,13_4
55.559788,9.75414,13,219002176,13_4
55.559858,9.75697,13,219000179,13_4
55.5601,9.753872,13,219026257,13_4
55.557583,9.7396,14,246669000,14_4
55.557777,9.749193,14,219000558,14_4
55.558163,9.735573,14,257081000,14_4
55.559788,9.75414,14,219002176,14_4
55.5601,9.753872,14,219026257,14_4
55.578417,4.757033,15,992191510,15_4
55.579667,4.758667,15,992191508,15_4
55.580767,4.759833,15,992191509,15_4
55.582193,12.913457,16,265649310,16_4
55.583923,12.913078,16,265828130,16_4
55.584268,12.919125,16,265673610,16_4
55.584388,12.914572,16,265526690,16_4
55.584457,12.92145,16,265621730,16_4
55.584483,12.915623,16,265542540,16_4
55.585038,12.920305,16,265667170,16_4
55.585563,12.921708,16,265047540,16_4
55.587,12.924417,16,265771450,16_4
55.587113,12.92423,16,265814190,16_4
55.589895,12.677842,17,219022307,17_4
55.592695,12.679897,17,970258597,17_4
55.592735,12.67877,17,219027738,17_4
55.592773,12.680208,17,219024176,17_4
55.592842,12.680068,17,219024675,17_4
55.592867,12.679935,17,219000174,17_4
55.593578,12.676193,17,219001063,17_4
55.593868,12.676867,17,219003452,17_4
55.594525,12.679347,17,219024402,17_4
55.591937,12.353497,18,219029135,18_4
55.59368,12.352732,18,219029886,18_4
55.593907,12.355812,18,219024174,18_4
55.594057,12.35611,18,219012577,18_4
55.594435,12.355427,18,219018032,18_4
55.594505,12.355988,18,219020337,18_4
55.595742,12.355358,18,219026350,18_4
55.5964,12.354513,18,219022581,18_4
55.594843,12.934797,19,265830360,19_4
55.59656,12.933445,19,265751630,19_4
55.596835,12.937077,19,265516080,19_4
55.596838,12.937052,19,265807560,19_4
55.600362,12.485717,20,209956000,20_4
55.600627,12.485452,20,219850000,20_4
55.600752,12.48335,20,255848000,20_4
55.60128,12.481582,20,244790608,20_4
55.607517,12.385645,21,219029665,21_4
55.607548,12.384827,21,219002981,21_4
55.607578,12.38645,21,219000496,21_4
55.607608,12.386338,21,219026079,21_4
55.608093,12.387043,21,219030561,21_4
55.609505,12.39086,21,219025446,21_4
55.609653,12.38614,21,219026076,21_4
55.61112,12.396105,21,219021504,21_4
55.611425,12.385702,21,219026175,21_4
55.612025,12.396757,21,219034190,21_4
55.612928,12.394902,21,219030424,21_4
55.61308,12.395302,21,219023349,21_4
55.607533,12.441598,22,219000182,22_4
55.608487,12.44256,22,219018615,22_4
55.609015,12.445113,22,219024050,22_4
55.609757,12.440932,22,219025017,22_4
55.610757,12.501692,23,219001819,23_4
55.611297,12.501135,23,219461000,23_4
55.61349,12.997372,24,265610950,24_4
55.613592,12.997318,24,265514800,24_4
55.613658,13.002113,24,231846000,24_4
55.613885,13.001362,24,220476000,24_4
55.614988,12.989187,24,265719650,24_4
55.618053,12.987965,24,265541980,24_4
55.619642,13.022758,25,265757700,25_4
55.624228,13.035003,25,265821600,25_4
55.62428,13.033298,25,265594380,25_4
55.624625,13.034603,25,265628170,25_4
55.623313,12.999305,26,212949000,26_4
55.623327,12.993378,26,265757700,26_4
55.62406,12.99018,26,992651016,26_4
55.626783,12.99026,26,265051000,26_4
55.626873,12.990137,26,265042000,26_4
55.6269,12.990333,26,266239000,26_4
55.627205,12.98986,26,266262000,26_4
55.634425,13.026298,27,265054980,27_4
55.635,13.016833,27,256717000,27_4
55.635083,13.01985,27,266476000,27_4
55.636002,13.015225,27,220476000,27_4
55.636167,13.014733,27,538006779,27_4
55.637128,13.014237,27,314035000,27_4
55.637983,13.014425,27,231846000,27_4
55.635745,12.655808,28,219028120,28_4
55.635863,12.65537,28,219016692,28_4
55.636328,12.655343,28,219027249,28_4
55.639467,12.651173,28,219013524,28_4
55.63954,12.651483,28,219028501,28_4
55.641202,12.653595,28,219022668,28_4
55.642498,12.652913,28,219030094,28_4
55.643737,12.554247,29,219022182,29_4
55.64778,12.551308,29,219026305,29_4
55.647785,12.551247,29,219026301,29_4
55.647895,12.551422,29,219026304,29_4
55.650923,12.077753,30,219029906,30_4
55.651342,12.077487,30,219015302,30_4
55.654958,12.560978,31,219026304,31_4
55.654975,12.560933,31,219026305,31_4
55.659617,12.56052,31,219014686,31_4
55.661952,12.568862,31,219026301,31_4
55.662498,11.077292,32,219013514,32_4
55.663755,11.065735,32,636020532,32_4
55.668993,11.068672,32,219023833,32_4
55.664783,12.630353,33,219030294,33_4
55.664907,12.632717,33,219023719,33_4
55.665,12.633333,33,210928545,33_4
55.665055,12.633848,33,219025637,33_4
55.670888,12.641793,33,219007937,33_4
55.671083,12.641715,33,219001619,33_4
55.671138,12.635222,33,219032232,33_4
55.666237,11.092977,34,246541000,34_4
55.666258,11.091838,34,266475000,34_4
55.666342,11.096228,34,219023833,34_4
55.666535,11.093268,34,257667000,34_4
55.6671,11.098338,34,311027500,34_4
55.667203,11.097372,34,220272000,34_4
55.667243,11.10072,34,220259000,34_4
55.671718,11.096668,34,314824000,34_4
55.673062,11.096958,34,211333700,34_4
55.674808,11.095382,34,219017151,34_4
55.675067,11.094748,34,220474000,34_4
55.670977,12.641943,35,219007937,35_4
55.671083,12.641715,35,219001619,35_4
55.671167,12.635175,35,219032232,35_4
55.675735,12.634192,35,219027899,35_4
55.67215,12.58086,36,219026305,36_4
55.672177,12.580833,36,219026304,36_4
55.672183,12.580917,36,219026301,36_4
55.675078,12.59265,36,219000675,36_4
55.6758,12.57577,36,219017717,36_4
55.676067,12.588277,36,219007898,36_4
55.674813,11.098732,37,220272000,37_4
55.674813,11.099668,37,220259000,37_4
55.674815,11.095445,37,219017151,37_4
55.674907,11.102077,37,219002349,37_4
55.675067,11.094748,37,220474000,37_4
55.675327,11.100373,37,219005059,37_4
55.675773,11.101975,37,219003966,37_4
55.675917,11.100767,37,219001253,37_4
55.675947,11.10064,37,219010747,37_4
55.67608,11.101808,37,219000176,37_4
55.676148,11.100675,37,375052000,37_4
55.675688,12.595928,38,219033884,38_4
55.67589,12.596578,38,219000654,38_4
55.676067,12.588277,38,219007898,38_4
55.675735,11.018428,39,970026499,39_4
55.67575,11.018317,39,244678000,39_4
55.675788,11.01837,39,970026512,39_4
55.676207,11.100735,0,375052000,0_5
55.676217,11.089662,0,219000577,0_5
55.676213,12.588362,1,219007898,1_5
55.67736,12.580787,1,219017717,1_5
55.677377,12.580722,1,219005252,1_5
55.67742,12.580777,1,219012277,1_5
55.678022,12.59287,1,219002857,1_5
55.679045,12.59447,1,219026305,1_5
55.679072,12.594457,1,219026304,1_5
55.679123,12.594485,1,219026301,1_5
55.679485,12.585232,1,970258597,1_5
55.680172,12.589032,1,219022282,1_5
55.681483,12.596102,1,211211230,1_5
55.676213,11.017968,2,244678000,2_5
55.677148,11.026373,2,219023833,2_5
55.676955,12.638242,3,244870327,3_5
55.677117,12.647283,3,245455000,3_5
55.677453,12.634987,3,265724260,3_5
55.678692,12.635335,3,219026071,3_5
55.678933,12.635173,3,219004907,3_5
55.679105,12.643403,3,244641000,3_5
55.685117,12.63876,3,636018750,3_5
55.678968,12.608723,4,219018722,4_5
55.678968,12.593468,4,219002857,4_5
55.679053,12.59444,4,219026305,4_5
55.679122,12.594405,4,219026304,4_5
55.681483,12.596102,4,211211230,4_5
55.681655,12.598998,4,219026301,4_5
55.682178,12.603065,4,219024777,4_5
55.682693,12.597508,4,219005252,4_5
55.682752,12.597393,4,219017717,4_5
55.684675,12.608873,4,219031279,4_5
55.687198,12.613748,4,265788680,4_5
55.687482,12.605443,4,219000177,4_5
55.685885,12.630948,5,244642000,5_5
55.686025,12.63376,5,219027899,5_5
55.686485,12.632855,5,255806471,5_5
55.686608,12.623425,5,219030047,5_5
55.687032,12.63611,5,231846000,5_5
55.687093,12.634813,5,563070700,5_5
55.687482,12.624885,5,219007937,5_5
55.68788,12.623715,5,219001362,5_5
55.687982,12.622652,5,219002801,5_5
55.68799,12.62278,5,219002798,5_5
55.68805,12.624732,5,219001619,5_5
55.688328,12.623173,5,219025528,5_5
55.688368,12.619165,5,244750462,5_5
55.688388,12.620085,5,219031690,5_5
55.688463,12.623983,5,219019441,5_5
55.688472,12.61812,5,219014538,5_5
55.68854,12.616122,5,219027790,5_5
55.688615,12.618812,5,219015013,5_5
55.688708,12.61803,5,219028507,5_5
55.688837,12.618183,5,219027868,5_5
55.688908,12.618833,5,219003461,5_5
55.68896,12.618842,5,219023018,5_5
55.689027,12.617975,5,219020900,5_5
55.689273,12.620025,5,219019907,5_5
55.689573,12.623163,5,219018684,5_5
55.689997,12.624095,5,230129310,5_5
55.686768,12.59958,6,231846000,6_5
55.687198,12.613748,6,265788680,6_5
55.687482,12.605443,6,219000177,6_5
55.687542,12.615112,6,219002846,6_5
55.68805,12.599692,6,219026305,6_5
55.688058,12.59965,6,219026301,6_5
55.688083,12.599718,6,219026304,6_5
55.688802,12.614678,6,219022736,6_5
55.68898,12.599045,6,219031896,6_5
55.689147,12.613852,6,219017202,6_5
55.689167,12.59917,6,219005574,6_5
55.693817,12.599865,6,265798780,6_5
55.69466,12.607402,7,219014727,7_5
55.694935,12.612095,7,219001375,7_5
55.695057,12.612125,7,219006387,7_5
55.69507,12.613368,7,219014266,7_5
55.695148,12.6124,7,219007035,7_5
55.695215,12.612772,7,219006078,7_5
55.695265,12.611913,7,219006221,7_5
55.695325,12.61238,7,219004695,7_5
55.695402,12.61144,7,219006008,7_5
55.695433,12.61169,7,219017717,7_5
55.695438,12.611478,7,219006006,7_5
55.695498,12.6109,7,219012277,7_5
55.695552,12.611093,7,219005252,7_5
55.695728,12.612768,7,219005574,7_5
55.695857,12.612398,7,219007693,7_5
55.6959,12.610733,7,219000632,7_5
55.696017,12.607838,7,219026305,7_5
55.696502,12.60799,7,219026304,7_5
55.69672,12.607978,7,219026301,7_5
55.696967,12.608088,7,219026300,7_5
55.69725,12.613717,7,2190047,7_5
55.698748,12.618743,7,219002801,7_5
55.698783,12.618973,7,219002798,7_5
55.698843,12.6187,7,219020533,7_5
55.697772,12.629862,8,219019441,8_5
55.697772,12.627423,8,219020533,8_5
55.697777,12.627005,8,210350000,8_5
55.697813,12.630115,8,219025528,8_5
55.697845,12.627495,8,219002801,8_5
55.69797,12.629725,8,219002798,8_5
55.697973,12.635308,8,244645000,8_5
55.69807,12.63579,8,230942970,8_5
55.698703,12.637647,8,244641000,8_5
55.701743,12.642652,8,219003121,8_5
55.699032,12.593047,9,219014727,9_5
55.702225,12.597527,9,219592000,9_5
55.701667,9.55,10,219026346,10_5
55.703135,9.562755,10,219014818,10_5
55.704062,9.558385,10,244613000,10_5
55.705953,9.559348,10,219024678,10_5
55.706427,9.543867,10,220068000,10_5
55.706467,9.54337,10,219018526,10_5
55.706853,9.556908,10,219030764,10_5
55.70748,9.55881,10,219017288,10_5
55.702805,12.643437,11,219002798,11_5
55.707093,12.646968,11,219025528,11_5
55.707195,12.646747,11,219019441,11_5
55.710913,12.64297,11,219027309,11_5
55.704015,12.61396,12,219001362,12_5
55.707082,12.61303,12,219020533,12_5
55.707103,12.6132,12,219002801,12_5
55.710497,12.603833,12,305287000,12_5
55.710603,12.603233,12,231846000,12_5
55.712175,12.61746,12,219024675,12_5
55.707963,12.599257,13,219008904,13_5
55.710282,12.591807,13,219004634,13_5
55.710487,12.599428,13,231846000,13_5
55.710497,12.603833,13,305287000,13_5
55.71143,12.601362,13,219024675,13_5
55.711562,12.59623,13,219026305,13_5
55.711582,12.596243,13,219026301,13_5
55.711615,12.596158,13,219026304,13_5
55.712477,12.588565,13,219000575,13_5
55.713332,12.589825,13,219004407,13_5
55.715803,12.592873,13,211787120,13_5
55.712565,12.632902,14,230138770,14_5
55.712638,12.633018,14,230129310,14_5
55.712642,12.618748,14,231846000,14_5
55.712745,12.633748,14,219007693,14_5
55.71277,12.632518,14,230942970,14_5
55.712812,12.632613,14,244645000,14_5
55.716123,12.628838,14,219027899,14_5
55.71754,12.630103,14,563070700,14_5
55.718093,12.630812,14,219024675,14_5
55.713713,10.018275,15,257898920,15_5
55.714272,10.018098,15,271001075,15_5
55.715147,10.016115,15,219023737,15_5
55.715452,10.018112,15,219032368,15_5
55.717142,10.009165,15,219000184,15_5
55.71475,4.747433,16,992191528,16_5
55.715667,4.7485,16,992191527,16_5
55.716383,4.75005,16,992191526,16_5
55.716108,12.592452,17,211787120,17_5
55.719077,12.600987,17,219006564,17_5
55.720138,12.601742,17,219008904,17_5
55.720302,12.59891,17,219029210,17_5
55.721692,12.6043,17,219006177,17_5
55.7186,4.795833,18,992191539,18_5
55.718633,4.793233,18,992191538,18_5
55.719217,4.797933,18,992191523,18_5
55.720383,4.799933,18,992191524,18_5
55.721317,4.80165,18,992191522,18_5
55.7206,11.709438,19,219003232,19_5
55.720723,11.714872,19,219023617,19_5
55.720783,11.71423,19,219024955,19_5
55.721037,11.708678,19,219003141,19_5
55.7224,11.761522,20,219023043,20_5
55.722513,11.760817,20,219031724,20_5
55.723982,12.602083,21,219024144,21_5
55.726137,12.587758,21,219029348,21_5
55.726233,12.587943,21,211349640,21_5
55.726625,12.587177,21,232050936,21_5
55.726218,12.585762,22,219022526,22_5
55.726218,12.587775,22,219029348,22_5
55.726233,12.587943,22,211349640,22_5
55.726263,12.586537,22,219031529,22_5
55.726345,12.585808,22,244153423,22_5
55.72635,12.58598,22,219029444,22_5
55.726625,12.587177,22,232050936,22_5
55.72679,12.585673,22,219032359,22_5
55.753943,11.32607,23,219000584,23_5
55.754032,11.323182,23,219000988,23_5
55.754077,11.32562,23,219000899,23_5
55.754667,11.323463,23,219013667,23_5
55.758872,12.6006,24,219028243,24_5
55.759613,12.602245,24,219017412,24_5
55.759622,12.60169,24,219009871,24_5
55.760005,12.603495,24,219029637,24_5
55.760127,12.603555,24,257058100,24_5
55.76047,12.603513,24,219022389,24_5
55.760537,12.603495,24,219022390,24_5
55.760678,12.601828,24,219025371,24_5
55.760822,12.600643,24,219000189,24_5
55.760833,12.601,24,219014219,24_5
55.762748,12.601103,24,219031192,24_5
55.766867,4.6473,25,219786000,25_5
55.767517,4.6483,25,992191518,25_5
55.821518,10.051882,26,219025774,26_5
55.821535,10.052408,26,219009081,26_5
55.821875,10.052278,26,219003113,26_5
55.821983,10.05255,26,219016689,26_5
55.822163,10.052283,26,219001182,26_5
55.822193,10.063763,26,219024794,26_5
55.82226,10.052787,26,219000781,26_5
55.822763,10.051708,26,219024831,26_5
55.822825,10.052375,26,219003656,26_5
55.822835,10.051647,26,219015332,26_5
55.824537,11.737478,27,219000121,27_5
55.825518,11.733172,27,219024652,27_5
55.849848,12.574118,28,219033674,28_5
55.849872,12.574308,28,219030768,28_5
55.85057,12.572015,28,219011448,28_5
55.850908,12.57419,28,219027576,28_5
55.853952,12.832252,29,265054000,29_5
55.855483,12.83375,29,265756000,29_5
55.855667,12.83325,29,265952000,29_5
55.855817,12.8303,29,219945000,29_5
55.85976,12.835192,29,218800000,29_5
55.860678,12.8284,29,314218000,29_5
55.855138,9.873177,30,255915683,30_5
55.858348,9.859228,30,219024814,30_5
55.858548,9.858825,30,219016645,30_5
55.85884,12.850852,31,265591210,31_5
55.859115,12.84979,31,265060520,31_5
55.85976,12.835192,31,218800000,31_5
55.860687,12.851087,31,265701610,31_5
55.86412,12.826625,32,305167000,32_5
55.865415,12.825433,32,265698740,32_5
55.865883,12.824883,32,265527020,32_5
55.866357,12.823663,32,265524530,32_5
55.866547,12.823357,32,230692000,32_5
55.866667,12.823248,32,265572330,32_5
55.86743,12.823438,32,265806660,32_5
55.8678,12.823793,32,265797590,32_5
55.864578,10.548998,33,219000734,33_5
55.865418,10.548535,33,219026261,33_5
55.883955,12.548453,34,219024705,34_5
55.88481,12.546635,34,219027828,34_5
55.886125,12.547575,34,219033187,34_5
55.886232,12.547307,34,219023030,34_5
55.903483,12.722332,35,265675230,35_5
55.903713,12.722678,35,265698740,35_5
55.909923,10.25463,36,219015532,36_5
55.909927,10.253642,36,219033214,36_5
55.90994,10.253662,36,219029177,36_5
55.909952,10.255603,36,219003383,36_5
55.910118,10.25581,36,219023467,36_5
55.910778,10.253843,36,219029338,36_5
55.910953,10.256047,36,219022352,36_5
55.911857,10.258978,36,219000762,36_5
55.912113,10.259163,36,219000734,36_5
55.912433,10.2599,36,219019887,36_5
55.91308,11.673628,37,219026457,37_5
55.913112,11.673735,37,219002269,37_5
55.915188,11.66938,37,219029386,37_5
55.938817,12.526525,38,219008234,38_5
55.93955,12.52867,38,219007862,38_5
55.939833,12.525905,38,219015336,38_5
55.941667,11.866667,39,219016223,39_5
55.942167,11.865272,39,219018998,39_5
55.9422,11.866422,39,219027804,39_5
55.957873,11.847928,40,231048000,40_5
55.961243,11.845202,40,219020398,40_5
55.962723,11.845252,40,219021388,40_5
55.963067,11.84398,40,219023312,40_5
55.963087,11.847822,40,219025740,40_5
55.963155,11.847523,40,219009183,40_5
55.963207,11.84731,40,220205000,40_5
55.963217,11.846733,40,219008474,40_5
55.963282,11.846502,40,219026595,40_5
55.963303,11.846202,40,220352000,40_5
55.963333,11.845,40,219029112,40_5
55.963443,11.848028,40,219002602,40_5
55.963558,11.84334,40,219032811,40_5
55.963635,11.84336,40,219024702,40_5
55.963837,11.845307,40,219021266,40_5
55.96532,11.84586,40,211376820,40_5
55.965518,11.842667,40,220432000,40_5
55.96575,11.84459,40,219017815,40_5
55.966147,11.844582,40,219000245,40_5
55.966428,11.843268,40,219000159,40_5
55.960508,12.01314,41,209968000,41_5
55.962677,12.01402,41,341810000,41_5
55.964718,12.000812,41,219025274,41_5
55.964883,12.001828,41,219009412,41_5
55.972083,11.370682,42,219023648,42_5
55.972112,11.37055,42,219033013,42_5
55.972148,11.37069,0,219023648,0_6
55.972148,11.370555,0,219033013,0_6
55.972182,11.368482,0,219024604,0_6
55.97229,11.367738,0,219016615,0_6
55.972437,11.368572,0,219030656,0_6
55.972488,11.368645,0,185476224,0_6
55.972697,11.366762,0,219006331,0_6
55.973868,11.29952,1,219705000,1_6
55.97393,11.299648,1,219018172,1_6
55.97396,11.299573,1,219022903,1_6
55.991453,12.743303,2,265772310,2_6
55.991855,12.74661,2,265712190,2_6
55.993142,12.744378,2,265522730,2_6
55.99324,12.744427,2,265754450,2_6
55.994148,12.74339,2,265023550,2_6
55.99464,12.743808,2,265725520,2_6
55.997943,8.133628,3,219024651,3_6
55.998587,8.128703,3,219023521,3_6
55.99908,8.129602,3,219009763,3_6
55.999175,8.129287,3,219009042,3_6
55.999533,8.129,3,219018493,3_6
55.999778,8.129583,3,219027988,3_6
55.999935,8.123938,3,235003400,3_6
56.00004,8.124327,3,235008380,3_6
56.000188,8.12345,3,261004881,3_6
56.000195,8.124113,3,219922000,3_6
56.000433,8.13088,3,219001039,3_6
56.000465,8.128875,3,219002786,3_6
56.00049,8.1247,3,219862000,3_6
56.000512,8.124717,3,220283000,3_6
56.000523,8.12467,3,220623000,3_6
56.000895,8.131197,3,219011224,3_6
56.000912,8.130297,3,219014012,3_6
56.000925,8.125278,3,261003012,3_6
56.001052,8.125745,3,219000186,3_6
56.00108,8.131898,3,235074473,3_6
56.001137,8.13121,3,219034015,3_6
56.001158,8.13088,3,219460000,3_6
56.001247,8.127578,3,219014519,3_6
56.00128,8.127597,3,219017784,3_6
56.001282,8.131067,3,219034014,3_6
56.00296,8.12193,3,219034345,3_6
56.003978,8.123163,3,219021428,3_6
56.004103,8.123677,3,220383000,3_6
56.004763,8.123168,3,219001181,3_6
56.001232,8.117498,4,219313000,4_6
56.001232,8.131317,4,219034015,4_6
56.001232,8.130912,4,219460000,4_6
56.001232,8.130345,4,219011224,4_6
56.001238,8.131628,4,235074473,4_6
56.001247,8.127578,4,219014519,4_6
56.001282,8.131067,4,219034014,4_6
56.001283,8.127597,4,219017784,4_6
56.001798,8.126963,4,219027988,4_6
56.00296,8.121933,4,219034345,4_6
56.003353,8.124213,4,219862000,4_6
56.00362,8.121277,4,261003012,4_6
56.003678,8.121248,4,261004881,4_6
56.003722,8.122813,4,220623000,4_6
56.00389,8.123597,4,219922000,4_6
56.003978,8.123163,4,219021428,4_6
56.00406,8.124017,4,220283000,4_6
56.004105,8.123672,4,220383000,4_6
56.004625,8.122582,4,219031087,4_6
56.004767,8.123308,4,219001181,4_6
56.005118,8.121763,4,219001275,4_6
56.005207,8.122408,4,219018636,4_6
56.005228,8.1216,4,219034290,4_6
56.005442,8.122297,4,219024698,4_6
56.005595,8.120237,4,219002838,4_6
56.022698,12.688677,5,219027899,5_6
56.025415,12.700827,5,265182000,5_6
56.02847,12.69386,5,265504690,5_6
56.02866,12.69362,5,220476000,5_6
56.028817,12.69299,5,265504660,5_6
56.028897,12.694198,5,305411000,5_6
56.029607,12.691902,5,305540000,5_6
56.032592,12.617425,6,219622000,6_6
56.032593,12.617408,6,265041000,6_6
56.032608,12.617402,6,219230000,6_6
56.033862,12.616662,6,219000368,6_6
56.033897,12.615683,6,219014974,6_6
56.034467,12.615983,6,219024336,6_6
56.036817,12.61569,6,219002955,6_6
56.03717,12.615263,6,219002956,6_6
56.037445,12.614995,6,219006478,6_6
56.038177,12.617218,6,219012275,6_6
56.0405,12.613692,6,219031891,6_6
56.041642,12.613242,7,219001214,7_6
56.041657,12.6134,7,219019621,7_6
56.041675,12.613153,7,219005904,7_6
56.042038,12.613568,7,219030580,7_6
56.042248,12.612498,7,219025821,7_6
56.043118,12.614088,7,219018733,7_6
56.043145,12.612922,7,219025067,7_6
56.042517,12.68785,8,265041000,8_6
56.043175,12.691098,8,219622000,8_6
56.043233,12.691138,8,219230000,8_6
56.043748,12.69066,8,219000368,8_6
56.044717,12.687713,8,265504660,8_6
56.04474,12.687913,8,265504690,8_6
56.045167,12.69157,8,219014974,8_6
56.045592,12.686908,8,220476000,8_6
56.045912,12.686673,8,219027899,8_6
56.049538,12.684692,8,265563720,8_6
56.099395,15.473945,9,265631550,9_6
56.100885,15.475255,9,265605850,9_6
56.102727,15.474918,9,265820810,9_6
56.125772,12.313328,10,219017327,10_6
56.125975,12.309073,10,219007314,10_6
56.126052,12.311325,10,219385000,10_6
56.126128,12.309713,10,219008361,10_6
56.126182,12.30936,10,219028878,10_6
56.126242,12.309087,10,219005969,10_6
56.12629,12.31017,10,219001624,10_6
56.126297,12.312097,10,219032031,10_6
56.126333,12.309333,10,219012302,10_6
56.126428,12.311278,10,312994000,10_6
56.126432,12.309038,10,219015418,10_6
56.126557,12.310213,10,219005385,10_6
56.126693,12.310058,10,258027740,10_6
56.126733,12.30999,10,219024815,10_6
56.126805,12.308997,10,219005921,10_6
56.126807,12.310908,10,219029576,10_6
56.126845,12.309968,10,219002998,10_6
56.126965,12.309102,10,219000897,10_6
56.126982,12.309293,10,219002409,10_6
56.127043,12.309707,10,219001604,10_6
56.127043,12.310147,10,220076000,10_6
56.127077,12.310288,10,219004128,10_6
56.127348,12.309865,10,220336000,10_6
56.127497,12.30948,10,220356000,10_6
56.127642,12.308985,10,219004203,10_6
56.128095,12.308208,10,219000611,10_6
56.128188,12.308915,10,219024177,10_6
56.137253,10.213035,11,219021119,11_6
56.138165,10.215252,11,219008177,11_6
56.139205,10.216748,11,219030216,11_6
56.143615,10.224307,11,212900000,11_6
56.143668,10.224377,12,212900000,12_6
56.147542,10.21617,12,314475000,12_6
56.147958,10.224147,12,248483000,12_6
56.148733,10.224517,12,219005477,12_6
56.149813,10.219492,12,246354000,12_6
56.150342,10.215375,12,220068000,12_6
56.150825,10.2159,12,219000175,12_6
56.151118,10.2208,12,228442700,12_6
56.150458,10.690875,13,219025236,13_6
56.150933,10.689237,13,219031366,13_6
56.151543,10.690058,13,219018456,13_6
56.151295,10.235113,14,219029751,14_6
56.151367,10.236067,14,210167000,14_6
56.1531,10.2384,14,219836000,14_6
56.154067,10.239717,14,219002416,14_6
56.154637,10.242032,14,305411000,14_6
56.155455,10.224232,14,219030184,14_6
56.152087,10.254608,15,219022903,15_6
56.152095,10.254528,15,219705000,15_6
56.152155,10.251622,15,219005313,15_6
56.152333,10.251517,15,219005477,15_6
56.15266,10.253458,15,219018172,15_6
56.154067,10.239717,15,219002416,15_6
56.154637,10.242032,15,305411000,15_6
56.154723,10.261083,15,219026261,15_6
56.15366,10.217255,16,219002416,16_6
56.153982,10.217738,16,219029751,16_6
56.154023,10.215365,16,219026261,16_6
56.154195,10.214417,16,219003879,16_6
56.154323,10.214757,16,219003249,16_6
56.155455,10.224232,16,219030184,16_6
56.15641,10.214585,16,219003485,16_6
56.15488,15.57733,17,265015000,17_6
56.155017,15.584108,17,265549210,17_6
56.155338,14.82648,18,229399000,18_6
56.156197,14.828962,18,265619980,18_6
56.156702,14.818368,18,311001602,18_6
56.15883,14.816315,18,209764000,18_6
56.161433,15.631945,19,268246900,19_6
56.168208,15.631523,19,257016000,19_6
56.161495,10.240237,20,219030184,20_6
56.164113,10.241045,20,219026261,20_6
56.164495,10.219175,21,219015161,21_6
56.164692,10.222447,21,219025783,21_6
56.169198,10.222997,21,219020587,21_6
56.19916,12.546037,22,265527470,22_6
56.199187,12.546298,22,265828500,22_6
56.207773,10.287182,23,219028066,23_6
56.207962,10.286107,23,219027506,23_6
56.208547,10.28632,23,219011894,23_6
56.20884,10.286153,23,219029769,23_6
56.267827,12.839872,24,265787380,24_6
56.26823,12.839617,24,265781150,24_6
56.34425,4.272,0,2194005,0_7
56.3447,4.271983,0,992191515,0_7
56.34499,4.270668,0,219449000,0_7
56.355215,8.110017,1,219965000,1_7
56.35575,8.107698,1,246058000,1_7
56.3665,8.121405,2,219007456,2_7
56.367023,8.121277,2,219016966,2_7
